,musicId,fileName,title,artist,album,duration,chorus_start_time,chorus_end_time,lyrics
187,224,224.mp3,Sneakin',Drake,Sneakin',24.09,3:35,3:57,"by工作婊
      This is all Gods doing man you cant plan it
      But if the devils in the details then Im satanic
      Bout to take over your city and you cant stand it
      My accountant say you sinking like the Titanic
      David Blaine last summer man you had to vanish
      I get the hits like somebody pitching underhanded
      Got my Spanish ting convinced that I know Spanish
      Really when she get to talking I dont understand it
      You aint own it right away you had to wait on niggas
      Man Im only    have some patience with us
      Plus I never met nobody from my label nigga
      I just pop up with the music then they pay a nigga
      Shit aint been the same like before
      I still love it but I used to love it more
      Face time with my shawty on tour
      And she texting purple hearts cause she know that we at war yeah
      
      Niggas keep reaching and dissin
      Cant afford mistakes not on this end
      Make me call my bros for assistance
      You gon make me call my bros for assistance
      Niggas keep reaching and dissin
      Put me in a ed up position
      You gon make me call my bros for assistance
      Make me call my bro
      
      Baby Im a savage I aint romantic
      When I come around these rappers niggas start to panic
      And they pockets going under like the Titanic
      Got some head last night and it was outstanding
      They was hatin on me then and they hatin now
      She was playing with me then but she waitin now
      Used to sleep inside a den I got acres now
      I was fighting niggas then but Im spraying now blasting
      I dont pay no mind to no sneak diss
      I wont spend a dime on a freak bitch
      Niggas takin cheap shots on some cheap shit
      They the type to stand in line for some free shit
      Babygirl gon suck it till her jaws locked
      She gon make me put my bitch on call block
      We the ones poppin we the ones shoppin
      We the one droppin niggas we the ones
      They the ones duckin when them heaters come
      You that nigga snitchin on your people huh
         savage aka the reaper huh
      Pussy niggas gettin shot for all that reachin huh
      
      Niggas keep reaching and dissin
      Cant afford mistakes not on this end
      Make me call my bros for assistance
      You gon make me call my bros for assistance
      Niggas keep reaching and dissin
      Put me in all ed up position
      Make me call my bros for assistance
      Make me call my bro
      
      I dont need love Im the GOAT
      I just hit the beat and float
      And Im selling out arenas but you putting on a show
      I been tryna change life around for everyone I know
      Cause if I dont share the wealth
      Then how the  we supposed to grow
      Moms stressed theres a lot of things we need
      Chain smoking in the house its hard to breathe
      I used to have to hit my Ts with Febreeze
      Jordan pull up in the TL now Im cheese
      Imma turn this TSX to a Benz soon
      Imma see a lot of blessings for my friends soon
          inch screen in my bedroom
         man that nigga need some leg room
      Shit aint been the same like before
      They aint even wanna look up at the score
      Face time with my shawty on tour
      And she texting purple hearts cause she know that we at war
      
      Niggas keep reaching and dissin
      Cant afford mistakes not on this end
      Make me call my bros for assistance
      You gon make me call my bros for assistance
      Niggas keep reaching and dissin
      Put me in all ed up position
      Make me call my bros for assistance
      Make me call my bro"
188,225,225.mp3,Get It Together,Drake,More Life,20.08,2:56,3:14,"by初级说唱翻译
      Oh oh oh oh
      Ive been hurt so many times
      It got to a point
      When I decided
      I cant do this anymore
      I need someone to hold me
      I need someone that needs me
      I need someone that loves me
      
      You need me to get that shit together
      So we can get together
      You need me to get that shit together
      So we can get together
      You need me to
      You need me to
      
      You know we dont have to be dramatic
      Just romantic
      Do all the little things little things
      That excites me
      As your woman
      Give me a kiss goodnight
      On the phone
      When youre working late
      When youre out of town
      Tell me how much you need this
      Cause we deserve it
      We can be together
      
      You need me to get that shit together
      So we can get together
      You need me to get that shit together
      So we can get together
      You need me to
      Yeah oh oh yeah
      You need me to
      Yeah oh oh oh yeah
      You need me to"
189,226,226.mp3,Grammys,Drake,Views,15.08,3:05,3:18,"

Intro Drake
Yeah yeah
Yeah yeah
Jheeze yeah
Right look look

Verse   Drake
Tell me how you really feel
Tell me how you really feel
I would ask you whats the deal
But yall dont even got a deal
Most niggas with a deal
Couldnt make a greatest hits
Yall a whole lot of things
But you still aint this
I dont know no one
That could tell me what to do
Heard you never claimed the hood
Heard the hood claimed you
That cant sit well
Oh well ship sailed
Still mine all mine
Cosign cosign
I pull up in yachts so big
That they try to hit me with boat fines
Hype Williams Big Pimpin yeah
Just like the old times
Same niggas from the old days
Lotta sides on the same side
OVO we a gold mine
But Im goin gold no time
Doing plat plat only
Boys better back off me
Hall of fame hall of fame
Like Im shirt off like Im shirt off
Like Im shirt off shorty
Whole city goin crazy
Whole city goin crazy
Top five no debatin
Top five top five top five
And the whole city rate me
And Im back inside The Matrix
And I said that we would make it
Aim squad with some traitors
Knew my niggas from the basement
This aint no metalongtheway shit
We done really put some days in

Interlude Future
Hey why you so excited You know what Im sayin
What happened
Did you win the Grammy God damn
You actin like you fuckin won a trophy and shit
This nigga turnt the fuck up

Chorus Future
They gon think I won a Grammy
They gon think I won a Grammy
Swervin out the Panoramic
Im hangin out they cant stand me
They gon think I won a Grammy
They gon think I won a Grammy
They gon think I won a Grammy
They gon think I won a Grammy
Im showin out they cant stand me
Im showin out they cant stand me
Im swervin off they cant stand me
Im rr off cant stand me
They gon think I won a Grammy
They gon think I won a Grammy
They gon think I won a Grammy
They gon think I won a Grammy

Verse   Future
Gonna peel off like a bandit
Im noddin off on a Xanax
Get pissed off start airin it
Get a head start aint friendly
I stand out I dont blend in
When I say that I meant that
I dont want to talk to you hasbeens
I dont want features from nan them
I dont want features or nothin
You cant even get on my guest list
They want me to go to the Met Gala
I want a Percocet and a gallon
That Actavis HiTech it dont matter
We sittin right on the courtside
I know the players on both side
Im cashin out fuck a cosign
I wear the chain like a bowtie
I wear the ring like a fofive
Keep a fofive for the po guys
Black tints low profile
Celebratin everyday
Cause Im really really fresh out the coke house
Countin up every single day
Bout to bring a whole nother whip out

Chorus Future
They gon think I won a Grammy
They gon think I won a Grammy
Swervin out the Panoramic
Im hangin out they cant stand me
They gon think I won a Grammy
They gon think I won a Grammy
They gon think I won a Grammy
They gon think I won a Grammy
Im showin out they cant stand me
Im showin out they cant stand me
Im swervin off they cant stand me
Im rr off cant stand me
They gon think I won a Grammy
They gon think I won a Grammy
They gon think I won a Grammy
They gon think I won a Grammy

"
190,227,227.mp3,Jumpman,Drake,What a Time To Be Alive,22.1,2:50,3:10,"by紫ha   
ardrakefuture
tiJumpman
      drakefutureJumpman
      Drake
      Yeah
      Halloween
      Taliban taliban
      Jumpman Jumpman Jumpman them boys up to something
      They just spent like two or three weeks out the country
      Them boys up to something they just not just bluffing
      You dont have to call I hit my dance like Usher
      I just found my tempo like Im DJ mustard
      I hit the Ginobili with my left hand up like woo
      Lobster and celine for all my babies that I miss
      Chicken fingers french fries for them hoes that wanna diss
      Jumpman Jumpman Jumpman them boys up to something
      Uh uh uh think I need some Robitussin
      Way too many questions you must think I trust you
      You searching for answers I do not know nothing Woo
      I see em tweaking they know something coming Woo
      Jumpman Jumpman Jumpman them boys up to something Woo
      Jumpman Jumpman Jumpman  was you expecting Woo
      Chitown chitown Michael Jordan just said text me Woo
      Future
      Jumpman Jumpman Jumpman
      Jumpman Jumpman Jumpman
      I just seen the jet take off they up to something
      Them boys just not bluffing them boys just not bluffing
      Jumpman Jumpman Jumpman them boys up to something
      She was trying join the team I told her wait
      Chicken wings and fries we dont go on dates
      Nobu Nobu Nobu Nobu Nobu nobu
      I just throwed a private dinner in LA
      Trapping is a hobby thats the way for me
      Man they coming fast they never getting sleep
      I I just had to buy another safe
      Bentley Spurs and Phantoms Jordan Fadeaway
      Drake
      Yeah
      Jumpman Jumpman I dont need no introduction
      Jumpman Jumpman Metro Boomin on production wow
      Hundred cousins out in Memphis they so country wow
      Tell her stay the night valet your car come  me now
      Jumpman Jumpman live on TNT Im flexing ooh
      Jumpman Jumpman they gave me my own collection ooh
      Jump when I say jump girl can you take direction Ooh
      Mutombo with the  you keep getting rejected Woo
      Future
      Heard they came through magic city on a Monday
      Heard they had the club wild it was star studded
      A bunch of girls going wild when your chain flooded
      And I had em like wow cup dirty
      man man man man man man
      Money on the counter choppers on the floor
      I just caught that tempo DJ Mustard woo
      Way too much codeine and Adderall
      We just count up paper racks woooah
      I know Imma get my  back woooah
      I count all these racks that I have on me now imma have you like woah
      Chanel number   Chanel number   well you got em both
      Drake
      Jumpman Jumpman Jumpman them boys up to something
      They just spent like two or three weeks out the country
      Them boys up to something they just not just bluffing
      Future
      Jumpman Jumpman Jumpman
      Them boys up to something"
191,228,228.mp3,KMT,Drake,More Life,16.08,2:10,2:24,"by初级说唱翻译
      Ness on the beat
      Yeah
      Okay okay
      Okay
      Demons just got out the can
      I get my dough in advance yeah
      Love is just not in my plans
      Not even taking a chance
      Studio right in my yard
      Im doing ten in a week
      How long I been on this streak
      Dream about work in my sleep
      Okay I got a lock on the streets
      Shoutout to TED  
      And he brought it in cause of me
      You dont know nothing bout me
      Life for my bruddas is deep
      Long as they all on they feet
      Long as they pockets is grease grease
      Im in the penthouse but still nothing is sweet yeah
      Dust a man down with the pen its a sweep Mmmm
      Taller in person you see when we meet
      I heard your new shit and Im kissing my teeth
      Jheeze
      
      Bringing that dirty dirty bringing that certi
      Nizzy with the quick extension ringing off thirty
      Ive got bitches and theyre murky swerving looking all curvy
      And you already know I love them breasts looking all perky
      Looking all Christmas giftwrapped looking all turkey
      Spin jumped out the Ghost in a suit looking all churchy
      Fingers all itching twitching looking all jerky
      Whippin that white girl cooking that Cersei
      Im just pushing that dark shit pushing that charcoal
      Now this is that big bag this is Gustavo
      Look at them jokers look at that arsehole
      Man are getting bread now this is that hard dough
      Clap man dominant murder
      Im a black man government earner
      Couldve just slapped man but he wanted it further
      Batman dananadana"
192,229,229.mp3,No Long Talk,Drake,More Life,36.13,1:35,2:09,"by初级说唱翻译
      Yeah
      Yeah
      Murda on tha beat so its not nice
      Thats Baka hes a no long talker
      Quick to let a mothering TEC slam
      We dont need to hear about a next man
      Youts talk down then they get ran
      Left them get dipped from the whole ends
      If Gilla call shots no questions
      GWay til Im resting
      But we still got love for the West End
      If its a chit chat ting better talk nice
      Murda on the beat so its not nice
      Skull gets hot then Im not nice
      You tryna date her and she been let me walk twice
      Now you man are on a diss ting
      Just know man like Chubbs
      Hes a fixer if I ever gotta fix tings
      Just know man like Fifth hes a sicko
      As you get tanned he dont miss things
      Just know man like me Im a Sixer
      And I oversee the whole thing
      Yeah I pree the whole thing
      Yeah I pree the whole thing
      Pree gotta hurt talk cant see the whole thing
      Niggas wanna talk splits na we need the whole thing
      
      Man gets duppied when we touch a button
      Man catch suckers then were touching somethin
      Man gets stuck in yeah were stuck in somethin
      Man gets scrapping when were sucking somethin
      Man gets battered with the crutch or somethin
      Man bat bat it then we buck or somethin
      If man child play it then we Chucky somethin
      If man start throwing then were chucking somethin
      Im on the best side got the TEC lined
      In the whip on the left side on a death ride
      MAC   and the spesh flies and the TEC slide
      Nutty shit like somethin just climbed out the XFiles
      Textbook like its old school like in textiles
      Lighty looking healthy and she gets smiles
      Home time grab a quick drink and she gets wild
      Sexy and I rate that and her sex style
      in somethin yeah nigga in somethin
      Back bent pussy Ill  her somethin
      Cognac better grab a cup of somethin
      Glue pussy like a nigga stuck or somethin stuck or somethin
      Like a nigga stuck or somethin
      So the monster is like a truck or somethin
      Spread the pussy out Im bout to butter somethin
      Man gone Hollywood its like Im Buck or somethin
      
      You dun know
      Its Hollowman Giggs
      Right now just here with the big man Drizzy you get me
      More Life flex you dun know
      OVO and SN  to the world brap"
193,230,230.mp3,Glow,Drake,More Life,28.09,2:59,3:25,"by初级说唱翻译
      Watch out for me Im bound to glow
      You better watch out for me Im bound to glow
      
      Your boy all glowed up
      Every time we touch down bet it go up
      Member doin shows aint nobody show up
      Pour your heart out aint nobody show love
      They used to laugh when my whip was on the tow truck
      Til me and bein broke finally broke up
      
      Watch out for me Im about to glow
      
      Time to shake the dice time to change the liiight
      No more   to   autopilot driiive
      Used to work the fries now we supersiiize
      We go suit and tie we gon touch the skyyy
      We so certified we so certifiiied
       you haters still thats an FYIII
      They gon bang this here all summertiiime
      
      Watch out for me Im about to glow
      
      Yeah yeah
      Turn me way up my voice is really low
      Yeah yeah yeah yeah yeah okay
      
      Watch out
      Watch out why nigga
      The cops out cops out
      Its all love when I ride top down
      Top down
      I started out way down low
      Started from the bottom now we here now
      
      Watch out for me Im about to glow
      
      We about to get the whole nine
      The whole nine we just landed on a gold mine
      We the new Abu Dhabi this is our time
      
      Watch out for me Im about to glow
      
      I just take the dreams Ive been sold
      And sell em for more
      You already know
      
      Watch out for me Im about to glow
      
      Hope I deal with karma fore my son do
      Cause I be drivin round this bih with no sunroof
      Man the glow got me feelin like Im gunproof
      
      Watch out for me Im about to glow
      
      I still have my guard up
      Blame this thing Im part of
      Trying to avoid more confrontation
      I just gotta try harder
      Taking the time to clear my mind cause
      Soon as Im able to let that go
      
      Watch out for me Im bound to glow
      
      Through devotion
      Blessed are the children
      We love yall too
      We believe if theres anything yall wanna do in life
      You need devotion
      Can I hear right on
      Through devotion
      Blessed are the children
      We live for it
      Clap your hands and see me
      Come on yall
      I said its alright
      Clap your hands and see me
      Come on yall"
194,231,231.mp3,With You,Drake,Views,30.11,2:02,2:30,"

Chorus PARTYNEXTDOOR
Its about us right now girl where you going
Its about us right now girl where you going
Im with you

Verse   PARTYNEXTDOOR
Yeah I cant get enough of you babe
Bottles open up so you can try and open up for me baby
MIA in the MIA
You do you girl the haters gon hate
Cut them off like you a sensei girl
Oh I know you feel what I feel
Breaking you off its so real
I cant fake that babe
My loves locked down and you cuffing it
Youre the only one I trust with it
Youre the only one that stuck with it

Chorus PARTYNEXTDOOR  Drake
Its about us right now girl where you going
Its about us right now girl where you going
Im with you
Its about us right now girl where you going
Its about us right now girl where you going Yeah
Im with you

Verse   Drake
Yeah linking me down on my line
Busy as usual but we should make some time
Looking for things you can find
Just so you can have something to bring up when its time
Mixing vodka and emotions tapping into your emotions
Dry cry cause Im hopeless
Choosey lover for the moment
Different story when I leave you
Story up just to keep you
I need you round I need you oh

Chorus PARTYNEXTDOOR  Jeremih
Its about us right now girl where you going
Its about us right now girl where you going
Im with you
Its all about us right now girl where you going
Its all about us right now girl where you going
Im with you Im with you

"
195,232,232.mp3,Faithful,Drake,Views,39.12,3:44,4:21,"by小陀螺Tony
      Check      
      You expensive you know that
      Im high maintenance a little bit but not in a
      Not in a negative way
      I just like extremely expensive things
      Foot off in their ass is what Ken told me
      s like to play games cause they feel like they know me
      You dont know me  I done changed
      So dont be trying to be putting on t off in the game
      This aint no mother   
      We out here rapping for money you s rapping for fun
      I dont  with nobody in this t but Bun
      You would think its all mine the way I took it
      You would think it broke down the way I push it
      You hate it when I coat things all in sugar
      You want to hear the real talk well girl who wouldnt
      
      Working working working working aint ya
      You dont have no time to lay up
      You just trying to be somebody
      Fore you say you need somebody
      Get all your affairs in order
      I wont have affairs Im yours girl
      Faithful faithful faithful faithful
      You hit me like I know youre there with someone else
      That  knows me better than I know myself
      On my way from the studio so get undressed
      Lets do the things that we say on text
      I want to get straight to the climax
      Have you coming all summer like a season pass
      I want to turn you out like pitch black
      Want to watch you do work while I sit back
      Cause you talk like you got what I need
      You talk like you got the juice and the squeeze
      You talk like you got what I need
      You can take no else off me
      I know youve been
      
      Working working working working aint ya
      You dont have no time to lay up
      You just trying to be somebody
      Fore you say you need somebody
      Get all your affairs in order
      I wont have affairs Im yours girl
      Faithful faithful faithful faithful
      How far we go
      Always seems to get better with time
      Wont you outsmart me
      Dont mean that your brain works better than mine
      Tell me I should know you
      I got to know you again
      You want me to show you
      Im gonna show you again
      Now were in the zone
      Gon let me all in again
      And now youre coming over
      Over and over and over and over and over again
      Over and over again
      Over and over again
      
      Now youre coming over
      Over and over again
      Over and over again
      You tell me I should know you
      But Ill get to know you again
      And you want me to show you
      Im gonna show you again
      When were in the zone you
      Gon let me own it again
      And now youre coming over
      Over and over and over and over and over again
      Now youre coming over
      Youre coming over"
196,233,233.mp3,Controlla,Drake,Controlla,60.17,3:05,4:03,"byiGetFly
ar Drake
ti Controlla
al Controlla
length     
      Drake  Controlla
      
      Gyal yuh body good and yuh special to meh
      Wan mek you mi lady officially
      From you tickets fi buy den mi willin to pay
      Fly yuh in from distance away
      Right my yiy just changed
      You just buzzed the front gate
      I thank God you came
      How many more days could I wait
      I made plans with you 
      And I wont let em fall through
      
      I think Id lie for you
      I think Id die for you
      Jodeci Cry For You
      Do things when you want me to
      Like controlla controlla
      Yeah like controlla controlla
      Yeah okay you like it
      When I get aggressive tell you to
      Go slower go faster
      Like controlla controlla
      Yeah like controlla controlla
      And Im never on a waste ting shorty
      I do it how you say you want it
      Them girls they just wanna take my money
      They dont want me to give you nothing
      They dont want you to have nothing
      They dont wanna see me find your lovin
      They dont wanna see me
      Smiling back when they pree
      Knowing Id lie for you
      Thinking Id die for you
      
      Do things when you want me too
      Like controlla controlla
      Yeah like controlla controlla
      Baby yuh mek mi happy wine up yuh sexy body fi papi
      Yuh eyesdem lookin at me
      An you turn mi on like a new Bugatti
      Naughty tings mi wan you do
      So mi woulda love it if yuh coulda come tru
      Mek we smoke a spliff have a drink me and you
      Den mi release yuh stress ah Yorkville Avenue
      Sexiness you a pro
      Mek mi bend you over inna ya bra and ya shoes
      Baby wah mek you so rude
      You pretty inna clothes but mi love when yuh nude
      Baby it no tek you nuttin fi move meh
      Yuh bad like an action movie
      She say fi do it rough tonight not smoothly
      Love how you unruly
      I think Id lie for you
      Thinking Id die for you
      Jodeci Cry For You
      Do things when you want me too
      Like controlla controlla
      Yeah like controlla controlla
      She love it when we dweet all night
      And she mek it clap when she ride my bike
      She cock it up pan di private flight
      Fi mi lace ar up like mi bran new nike
      Mi say mi want ar all my life
      When she sing mi note pan di cordless mic
      Mi want ar all my life
      All my life
      Mi see it say yuh
      Sexiness you a pro
      Mek mi bend you over inna ya bra and ya
      Baby wah mek you so rude
      You pretty inna clothes but mi love when yuh nude
      Baby it no tek you nuttin fi move meh
      Yuh bad like an action movie
      She say fi do it rough tonight not smoothly
      Love how you unruly
      I think Id lie for you
      Thinking Id die for you
      Jodeci Cry For You
      Do things when you want me too
      Like controlla controlla
      Yeah like controlla controlla"
197,234,234.mp3,Portland,Drake,More Life,29.11,2:58,3:25,"byTrap_Girl
      Murda on the beat so its not nice
      Its all Habibis ting ya
      Yeah my side girl got a  S with the screen cracked
      Still hit me back right away
      Better not never hesitate
      Dont come around thinkin you gettin saved
      Tryna show the dogs brighter days
      Got a torch tryna light the way
      Biting everybody which is ironic
      Cause your next album probably
      Wont ever see the light of day
      Have fans but you let em down
      But I guess thats how you s gettin down
      Im so high up Im like
      How is s really gettin down
      I could never have a kid
      Then be out here still kiddin around
      Boys playin around
      Where you really wanna take it now
      I got a hundred fifty thousand dollars
      For an after party and I gave it to the killas
      Just to break it down
      Bring us up I never take us down
      But if you bring me up
      Then they might take you down
      Fake  with me back then
      But its gettin hard for you to fake it now
       being rich when Im forty
      Man Im tryna make it now
      Hell nah
      Never let these s ride your wave
      Nope no way nah
      Never let these s ride your wave
      Nope no way nah
      Park the Benz just to the ride the Wraith
      Skrrt skrrt
      Ten million dollars gotta hide the safe
      Skrrt skrrt oh
      Michael Phelps with the swim moves
      Skrrt skrrt oh
      Michael Jordan with the tennis shoes
      Skrrt Skrrt
      Quavo
      Young  I invented you
      Mike Turner with the left hand
      Griselda Blanco with the trap moves
      Gangland with the right hand
      Undertaker with the tattoos
      Never listen to the class rules
      Switch it up would be the last move
      Lets go
      Im a magnet for bad  magnet
      You got the going out sad 
      I spent a fifty on the chain racks
      You spent your last fifty ugh cash
      I got the keys to the streets keys
      You got the key to defeat defeated
      I got the keys to the warzone brrrapt
      You got the key to the bees ugh
      Hell nah
      Never let these s ride your wave
      Nope no way nah
      Never let these s ride your wave
      Nope no way nah
       the Benz just the ride the Wraith
      Skrrt skrrt
      Ten million dollars gotta hide the safe
      We gon go live we gon go live yep
      We gon go live we gon go live yep
      Gettin loose off Henny rock and that Henny Goose
      Ocean deep in my swimming pool
      Pourin Dead Prez in my living room
      Takin shots feelin bulletproof
      Flood my rollie told my  lets go snorkelin
      Out in Portland tryna get in her organs
      No I did not sign with Jay
      But I still send a Tidal wave
      Yep I might just go get the fade
      Buy the durag and just tie the waves
      Its lit at the crib you could stay
      Me and Drake kick like Kid N Play
      The way that she servin that cake
      I gotta sit back and digest
      I guess  the  t Im biased
      I mix double the cup with Nitrous
      Got my momma out the bat
      Thats a different type of face lift
      Free Max B out the bracelets
      Dont hit us askin what the wave is
      Hell nah
      Never let these s ride your wave
      Nope no way nah
      Never let these s ride your wave
      Nope no way nah
      Park the Benz just to the ride the Wraith
      Skrrt skrrt
      Ten million dollars gotta hide the safe
      Skrrt skrrt oh
      Michael Phelps with the swim moves
      Skrrt skrrt oh
      Michael Jordan with the tennis shoes
      Skrrt Skrrt oh
      Michael Phelps with the swim moves
      Skrrt skrrt oh
      Michael Jordan with the tennis shoes
      "
198,235,235.mp3,Too Good,Drake,Views,25.11,3:32,3:55,"by烧功
tiToo GoodfeatRihanna
arDrake
al
by九九Lrc歌词网www  Lrcnet
      Oh yeah yeah yeah
      Oh yeah yeah yeah
      Yeah look
      I dont know how to talk to you
      I dont know how to ask you if youre okay
      My friends always feel the need to tell me things
      Seems like theyre just happier than us these days
      Yeah these days I dont know how to talk to you
      I dont know how to be there when you need me
      It feels like the only time you see me
      Is when you turn your head to the side and look at me differently
      Yeah and last night I think I lost my patience
      Last night I got high as the expectations
      Last night I came to a realization
      And I hope you can take it
      I hope you can take it
      Im too good to you
      Im way too good to you
      You take my love for granted
      I just dont understand it
      No Im too good to you
      Im way too good to you
      You take my love for granted
      I just dont understand it
      I dont know how to talk to you
      I just know I found myself getting lost with you
      Lately you just make me work too hard for you
      Got me on flights overseas and I still cant get across to you
      And last night I think I lost my patience
      Last night I got high as the expectations
      Last night I came to a realization
      And I hope you can take it
      I hope you can take it
      Im too good to you
      Im way too good to you
      You take my love for granted
      I just dont understand it
      No Im too good to you
      Im way too good to you
      You take my love for granted
      I just dont understand it
      Years go by too fast
      I cant keep track
      How long did we last
      I feel bad for asking
      It cant end like this
      We gotta take time with this
      Cock up yuh bumper sit down pon it
      Let me see if this is something we can fix
      You got somebody other than me
      Dont play the victim when youre with me
      Free time is costing me more than it seems
      Sacrificing things
      And I wanna tell you my intentions
      I wanna do the things that I mention
      I wanna benefit from the friendship
      I wanna get the late night message from you from you
      I put my hands around you
      Gotta get a handle on you
      Gotta get a handle on the fact that
      Im too good to you
      Im way too good to you
      You take my love for granted
      I just dont understand it
      No Im too good to you
      Im way too good to you
      You take my love for granted
      I just dont understand it
      Gyal a you mi waan
      Pay fi yuh visa meck yo fly out regular
      Baby cock up yuh bumper sit down pon it
      Gyal yo pum pum good and yuh fit
      Mi wi give you everything weh deh in my wallet
      And in my pocket
      Cock up yuh bumper sit down pon it
      Gyal yo pum pum good and yuh fit
      Mi wi give you everything weh deh in my wallet
      And in my pocket"
199,236,236.mp3,4422,Drake,More Life,32.1,2:18,2:48,"by初级说唱翻译
      Im runnin but cant run away
      You say you changed but you never change up
          
      You built it up to break it off were through
      Just make the call   
      But youre just the same as I ever knew
          
      You built it up to break it off were through
      Just make the call   
      But youre just the same as I ever knew
          
      You built it up to break it off were through
      Just make the call   
      But youre just the same as I ever knew
          
      You built it up to break it off were through
      Just make the call   
      But youre just the same as I ever knew
          
      You built it up to break it off were through
      Just make the call   
      But youre just the same as I ever knew
      I know I fear trust
      I know I fear fear too much
      On my plate lookin up
      Outer space pearly gates
      Im runnin but cant run away
      You say you changed but you never change up"
200,237,237.mp3,Pop Style,Drake,Pop Style,44.14,1:50,2:32,"byOctobersVeryOwn
      Yeah yeah
      Dropped outta school now we dumb rich dumb rich
      This sound like some fortythreeohone t one t
      All my s wanna do is pop style pop style
      Turn my birthday into a lifestyle a lifestyle
      Tell my mom I love her if I do not make it do not make it
      Got so many chains they call me Chaining Tatum
      They do they do
      And I like to finish what you think you started
      Man you boys just got to Hollywood you boys just started
      You dont know what you just started
      All I do is hang with the young and heartless
      All this for my family man I try my hardest
      Its all I ever did and look where it got him
      Yeah youve been on my mind lately
      Youve still got my number girl you need to call me
      I feel like they wanna see me learn the hard way
      But you know I always handle that one my way
      Girl let me rock rock rock rock rock your body
      Justin Timberlake and then I hit the highway
      I cant trust no  body
      They still out to get me cause they never got me
      They still out to get me they dont get it
      I can not be got and thats a given
      They like Pablo why are all the windows tinted on your Tahoe
      Why do you know every single  that I know
      Why cant you just shut your mouth and take the high road
       if I know thats that Chicago
      South south side thats the motto
      Cop a crib and spend ten million on remodel
      Take the devils out my life and preach the gospel cause I know
      We went way way past the line of scrimmage aye
      Throne is back up in it aye
      In the field like Emmitt aye yall get so offended aye
      I be blacking out I aint backing out
      Jay about his business and Ima let you finish but I
      I just I just I just I just wanna rock your body
      Take you to the garage and do some karate
      Chop it chop it chop it chop it sipping sake
      Throw a thick  on a Kawasaki Perfect
      Dropped outta school now we dumb rich dumb rich
      This sound like some fortythreeohone t one t
      All my s wanna do is pop style pop style
      Turn my birthday into a lifestyle lifestyle"
201,238,238.mp3,One Dance,Drake,Views,20.08,2:30,2:48,"by小陀螺Tony
      Baby I like your style
      Grips on your waist
      Front way back way
      You know that I dont play
      Streets not safe
      But I never run away
      Even when Im away
      OT OT theres never much love when we go OT
      I pray to make it back in one piece
      I pray I pray
      Thats why I need a one dance
      Got a Hennessy in my hand
      One more time fore I go
      Higher powers taking a hold on me
      I need a one dance
      Got a Hennessy in my hand
      One more time fore I go
      Higher powers taking a hold on me
      
      Baby I like your style
      Strength and guidance
      All that Im wishing for my friends
      Nobody makes it from my ends
      I had to bust up the silence
      You know you gotta stick by me
      Soon as you see the text reply me
      I dont wanna spend time fighting
      Weve got no time
      Thats why I need a one dance
      Got a Hennessy in my hand
      One more time fore I go
      Higher powers taking a hold on me
      I need a one dance
      Got a Hennessy in my hand
      One more time fore I go
      Higher powers taking a hold on me
      
      Got a pretty girl and she love me long time
      Wine it wine it very long time
      Oh yeah very long time
      Back up back up back up and wine it
      Back up back up and wine it
      Back up back up back up and wine it
      Oh yeah very long time
      Back up back up and wine it girl
      
      I need to know where do you wanna go
      Cause if youre down Ill take it slow
      Make you lose control
      Where where where
      Where where where where
      Oh yeah very long time
      Where where where
      Back up back up and wine it girl
      Where where where where
      Cause if youre down
      Back up back up and
      Cause if youre down
      Back up back up and
      Cause if youre down
      Back up back up and
      
      I need a one dance
      Got a Hennessy in my hand
      One more time fore I go
      Higher powers taking a hold on me
      I need a one dance
      Got a Hennessy in my hand
      One more time fore I go
      Higher powers taking a hold on me"
