,Unnamed: 0,url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,ID,danceability,energy,key,mode,acousticness,instrumentalness,tempo,valence
2438,4859,http://www.billboard.com/charts/hot-100/1995-12-30,12/30/1995,10,Free As A Bird,The Beatles,Free As A BirdThe Beatles,1,,10,1,spotify:track:6hLY3Tz1Xt5kBuKNDTs4ib,0.474,0.503,9,1,0.0438,0.016,72.323,0.457
2439,4860,http://www.billboard.com/charts/hot-100/1997-08-09,8/9/1997,10,Never Make A Promise,Dru Hill,Never Make A PromiseDru Hill,1,,10,1,spotify:track:0YPUjnI3WAkJPAsPkantHe,0.733,0.471,9,0,0.268,0.0,113.228,0.468
2440,4861,http://www.billboard.com/charts/hot-100/2008-10-18,10/18/2008,10,Gotta Be Somebody,Nickelback,Gotta Be SomebodyNickelback,1,,10,1,spotify:track:06T10fEzN8ZCcqzQZYA184,0.536,0.89,0,1,0.000354,0.00165,115.998,0.205
2441,4862,http://www.billboard.com/charts/hot-100/2009-07-25,7/25/2009,10,He Could Be The One,Hannah Montana,He Could Be The OneHannah Montana,1,,10,1,spotify:track:07HPV6hzecJmMJwsIX8YVU,0.602,0.894,4,1,0.00154,0.0,125.988,0.643
2442,4864,http://www.billboard.com/charts/hot-100/1995-08-19,8/19/1995,49,Somebody's Crying,Chris Isaak,Somebody's CryingChris Isaak,1,45.0,45,11,spotify:track:3oLHKGV6TZc2NCUk4wEOA7,0.539,0.579,5,1,0.231,0.0212,114.339,0.718
2443,4866,https://www.billboard.com/charts/hot-100/2018-12-08,12/8/2018,49,Best Shot,Jimmie Allen,Best ShotJimmie Allen,1,47.0,46,11,spotify:track:3VamXAvVMczcS2PTYtPfBQ,0.629,0.464,4,1,0.75,0.0,156.051,0.523
2444,4868,http://www.billboard.com/charts/hot-100/2009-02-07,2/7/2009,49,Cowgirls Don't Cry,Brooks & Dunn Featuring Reba McEntire,Cowgirls Don't CryBrooks & Dunn Featuring Reba McEntire,1,51.0,49,11,spotify:track:54007AqKIiRCG69C3ySu0b,0.648,0.75,9,1,0.0801,4.23e-06,114.988,0.639
2445,4869,http://www.billboard.com/charts/hot-100/2015-01-17,1/17/2015,49,Talladega,Eric Church,TalladegaEric Church,1,52.0,49,11,spotify:track:1TKlBK9cSrM5u4CiL4SETS,0.586,0.677,1,1,0.043,0.0936,144.001,0.562
2446,4870,http://www.billboard.com/charts/hot-100/2000-07-15,7/15/2000,49,Prayin' For Daylight,Rascal Flatts,Prayin' For DaylightRascal Flatts,1,54.0,49,11,spotify:track:0DAVCurdi9ZqkVUKIuikzm,0.64,0.781,7,1,0.578,0.0,91.02,0.646
2447,4871,http://www.billboard.com/charts/hot-100/1994-02-12,2/12/1994,49,Cannonball,The Breeders,CannonballThe Breeders,1,55.0,49,11,spotify:track:2hjGuRIEfEGzQ5MEWLowiU,0.502,0.758,3,1,0.00915,0.783,112.508,0.729
2448,4873,http://www.billboard.com/charts/hot-100/2015-05-23,5/23/2015,49,Smoke,A Thousand Horses,SmokeA Thousand Horses,1,55.0,49,11,spotify:track:0ZUnRmGiWEypcw14WjW109,0.433,0.776,7,1,0.0349,0.00023,149.641,0.424
2449,4874,http://www.billboard.com/charts/hot-100/1996-06-15,6/15/1996,49,Counting Blue Cars,Dishwalla,Counting Blue CarsDishwalla,1,57.0,49,11,spotify:track:6B618H5CuCdEzcVs0NKTlt,0.454,0.79,11,0,0.00604,3.09e-05,100.225,0.362
2450,4875,http://www.billboard.com/charts/hot-100/2014-11-22,11/22/2014,49,Somewhere In My Car,Keith Urban,Somewhere In My CarKeith Urban,1,57.0,49,11,spotify:track:3MFV4DgrAOXz6KURPQxRj9,0.588,0.861,10,1,0.00546,1.38e-05,118.008,0.525
2451,4876,http://www.billboard.com/charts/hot-100/2013-01-12,1/12/2013,49,Ready Or Not,Bridgit Mendler,Ready Or NotBridgit Mendler,1,94.0,49,11,spotify:track:5xvUgoVED1F4mBu8FL0HaW,0.715,0.872,2,1,0.00351,3.84e-05,93.043,0.748
2452,4883,http://www.billboard.com/charts/hot-100/1962-10-20,10/20/1962,50,Beechwood 4-5789,The Marvelettes,Beechwood 4-5789The Marvelettes,1,32.0,17,11,spotify:track:1vFNrZld2sLrmxwLIO1r1L,0.631,0.67,2,1,0.68,0.0,138.273,0.972
2453,4889,http://www.billboard.com/charts/hot-100/1981-06-20,6/20/1981,50,Since I Don't Have You,Don McLean,Since I Don't Have YouDon McLean,1,42.0,23,11,spotify:track:30I86VmcXNIImWdR1qvPjS,0.305,0.492,7,1,0.0128,0.00322,202.054,0.825
2454,4891,http://www.billboard.com/charts/hot-100/1972-08-12,8/12/1972,50,People Make The World Go Round,The Stylistics,People Make The World Go RoundThe Stylistics,1,30.0,25,11,spotify:track:3Wy3e22QJ8hxgtSqy3R2Ty,0.72,0.489,4,0,0.656,2.35e-06,83.129,0.777
2455,4892,http://www.billboard.com/charts/hot-100/1987-11-28,11/28/1987,50,Boys Night Out,Timothy B. Schmit,Boys Night OutTimothy B. Schmit,1,35.0,25,11,spotify:track:1lhNi9EEYs8HvBoBC9RZlf,0.717,0.425,2,0,0.135,0.0,95.856,0.534
2456,4898,http://www.billboard.com/charts/hot-100/1994-12-10,12/10/1994,50,Something's Always Wrong,Toad The Wet Sprocket,Something's Always WrongToad The Wet Sprocket,1,47.0,41,11,spotify:track:1W02KkFerpTBP29RKIt2c4,0.537,0.86,3,0,0.0627,0.000856,134.609,0.552
2457,4900,http://www.billboard.com/charts/hot-100/2006-02-11,2/11/2006,50,Rompe,Daddy Yankee,RompeDaddy Yankee,1,43.0,43,11,spotify:track:2Q85xwXagilpHKTfdrbC7M,0.685,0.859,5,0,0.116,0.0,176.018,0.891
2458,4901,http://www.billboard.com/charts/hot-100/2003-01-11,1/11/2003,50,All My Life,Foo Fighters,All My LifeFoo Fighters,1,48.0,43,11,spotify:track:6tsojOQ5wHaIjKqIryLZK6,0.58,0.604,5,1,0.000218,0.000579,167.784,0.645
2459,4902,http://www.billboard.com/charts/hot-100/2012-01-14,1/14/2012,50,A Thousand Years,Christina Perri,A Thousand YearsChristina Perri,1,52.0,43,11,spotify:track:6lanRgr6wXibZr8KgzXxBl,0.421,0.407,10,1,0.309,0.000961,139.028,0.161
2460,4903,http://www.billboard.com/charts/hot-100/1997-12-27,12/27/1997,50,So Help Me Girl,Gary Barlow,So Help Me GirlGary Barlow,1,48.0,44,11,spotify:track:0nQkSwEVrZzG8gdJl0LJuD,0.565,0.425,10,1,0.0154,0.0,169.937,0.562
2461,4905,http://www.billboard.com/charts/hot-100/1970-01-24,1/24/1970,50,One Tin Soldier,The Original Caste,One Tin SoldierThe Original Caste,1,51.0,50,11,spotify:track:26KwdOu3ALLhOaIRFlG48G,0.375,0.605,1,1,0.361,0.0,164.88,0.459
2462,4906,http://www.billboard.com/charts/hot-100/2012-08-25,8/25/2012,50,Chasing The Sun,The Wanted,Chasing The SunThe Wanted,1,52.0,50,11,spotify:track:4b4c0oH7PtrPsI86drzgFs,0.636,0.732,7,0,0.242,0.0,128.11,0.679
2463,4907,http://www.billboard.com/charts/hot-100/2008-11-01,11/1/2008,50,Shattered (Turn The Car Around),O.A.R.,Shattered (Turn The Car Around)O.A.R.,1,53.0,50,11,spotify:track:0J3MfW6wwIBqC4zjp5AbQL,0.571,0.784,11,1,0.0175,0.0,105.973,0.462
2464,4909,http://www.billboard.com/charts/hot-100/2001-06-16,6/16/2001,50,She Couldn't Change Me,Montgomery Gentry,She Couldn't Change MeMontgomery Gentry,1,54.0,50,11,spotify:track:3zjLEJ6EPYJHZRtWGMhMSJ,0.67,0.823,5,1,0.00436,0.000192,117.44,0.787
2465,4911,http://www.billboard.com/charts/hot-100/1977-05-21,5/21/1977,50,Do What You Wanna Do,T-Connection,Do What You Wanna DoT-Connection,1,61.0,50,11,spotify:track:5M2KkUMV5OejG8dUdz321g,0.704,0.742,10,0,0.028,0.239,119.721,0.835
2466,4912,http://www.billboard.com/charts/hot-100/2016-05-28,5/28/2016,50,T-Shirt,Thomas Rhett,T-ShirtThomas Rhett,1,62.0,50,11,spotify:track:1zWZvrk13cL8Sl3VLeG57F,0.634,0.862,2,1,0.0287,0.0,95.989,0.767
2467,4913,http://www.billboard.com/charts/hot-100/2011-03-26,3/26/2011,50,A Little Bit Stronger,Sara Evans,A Little Bit StrongerSara Evans,1,67.0,50,11,spotify:track:5FIp4LrsffxiHLhmmpCbCx,0.536,0.65,2,1,0.282,1.16e-06,147.93,0.288
2468,4916,http://www.billboard.com/charts/hot-100/1961-09-09,9/9/1961,51,Pretty Little Angel Eyes,Curtis Lee,Pretty Little Angel EyesCurtis Lee,1,25.0,7,11,spotify:track:1EWUFMTwyqAzb1p9KFnt02,0.644,0.533,4,1,0.322,0.0,112.16,0.79
2469,4918,http://www.billboard.com/charts/hot-100/1959-07-25,7/25/1959,51,Along Came Jones,The Coasters,Along Came JonesThe Coasters,1,36.0,9,11,spotify:track:4RPiAR1m2eglvjWMHHFu1Y,0.771,0.758,9,1,0.504,0.0,104.684,0.758
2470,4926,http://www.billboard.com/charts/hot-100/1977-09-24,9/24/1977,51,Christine Sixteen,KISS,Christine SixteenKISS,1,46.0,25,11,spotify:track:3Ms6wIwW1f3DVk563ucHP3,0.661,0.903,8,1,0.118,3.25e-05,125.72,0.927
2471,4927,http://www.billboard.com/charts/hot-100/1972-05-27,5/27/1972,51,Run Run Run,Jo Jo Gunne,Run Run RunJo Jo Gunne,1,33.0,27,11,spotify:track:3pHx8jI1ZBVYcMG2QCZaKG,0.587,0.786,3,1,0.184,0.267,136.089,0.793
2472,4928,http://www.billboard.com/charts/hot-100/1975-05-10,5/10/1975,51,Amie,Pure Prairie League,AmiePure Prairie League,1,42.0,27,11,spotify:track:34FWzxRaGdAZyGQz0krlHF,0.372,0.346,9,1,0.374,0.0,176.964,0.442
2473,4929,http://www.billboard.com/charts/hot-100/1985-01-05,1/5/1985,51,Stranger In Town,Toto,Stranger In TownToto,1,30.0,30,11,spotify:track:4wcrWfOjVNYoznqCKfu9d1,0.599,0.667,2,0,0.0957,0.479,154.915,0.762
2474,4931,http://www.billboard.com/charts/hot-100/1980-11-15,11/15/1980,51,Could I Have This Dance,Anne Murray,Could I Have This DanceAnne Murray,1,33.0,33,11,spotify:track:1B55mH2OWnHm8Lahr0gPQV,0.491,0.209,9,1,0.812,0.00027,87.272,0.553
2475,4932,http://www.billboard.com/charts/hot-100/1981-02-07,2/7/1981,51,Cold Love,Donna Summer,Cold LoveDonna Summer,1,43.0,33,11,spotify:track:2JfAwvb81jxgfLp69YWzd1,0.826,0.591,5,1,0.0827,0.0,124.504,0.876
2476,4933,http://www.billboard.com/charts/hot-100/1959-01-31,1/31/1959,51,C'mon Everybody,Eddie Cochran,C'mon EverybodyEddie Cochran,1,51.0,35,11,spotify:track:7ItZM6DMZE2m1X7yIaRxjq,0.627,0.7,3,1,0.121,0.0111,175.33,0.856
2477,4938,http://www.billboard.com/charts/hot-100/1986-01-11,1/11/1986,51,Sun City,Artists United Against Apartheid,Sun CityArtists United Against Apartheid,1,41.0,38,11,spotify:track:5fIooQsVIVja8kP3ojyAV7,0.63,0.943,7,0,0.0146,0.000734,115.272,0.398
2478,4940,http://www.billboard.com/charts/hot-100/1976-03-06,3/6/1976,51,Break Away,Art Garfunkel,Break AwayArt Garfunkel,1,52.0,39,11,spotify:track:2i4nfMalkKDkp7wIwUImqT,0.546,0.271,4,1,0.719,3.27e-06,102.524,0.442
2479,4942,http://www.billboard.com/charts/hot-100/1985-07-13,7/13/1985,51,Black Cars,Gino Vannelli,Black CarsGino Vannelli,1,47.0,42,11,spotify:track:6RL5nRfZ2ubP8wIiPOjOSr,0.652,0.944,9,1,0.142,0.00482,129.031,0.673
2480,4945,http://www.billboard.com/charts/hot-100/2012-06-30,6/30/2012,51,(Kissed You) Good Night,Gloriana,(Kissed You) Good NightGloriana,1,55.0,44,11,spotify:track:0Rj68IX1WqAtceUZQGk7aa,0.523,0.747,11,1,0.0807,0.0,118.97,0.294
2481,4946,http://www.billboard.com/charts/hot-100/2014-01-11,1/11/2014,51,Chillin' It,Cole Swindell,Chillin' ItCole Swindell,1,53.0,48,11,spotify:track:0Utg7sirTPqrs6Cx0FbriQ,0.576,0.849,9,1,0.511,3.89e-05,137.982,0.666
2482,4949,http://www.billboard.com/charts/hot-100/1992-06-13,6/13/1992,51,Please Don't Go,Boyz II Men,Please Don't GoBoyz II Men,1,54.0,49,11,spotify:track:6wpz7aQOAk2plmGYrSr61H,0.644,0.663,6,0,0.197,0.0,135.622,0.743
2483,4953,http://www.billboard.com/charts/hot-100/1990-09-29,9/29/1990,51,Slow Love,Doc Box & B. Fresh,Slow LoveDoc Box & B. Fresh,1,52.0,51,11,spotify:track:7zFh6rhSiZ0bNVR7t7RDi9,0.75,0.637,7,1,0.0431,0.0,81.857,0.816
2484,4955,http://www.billboard.com/charts/hot-100/2005-11-12,11/12/2005,51,Best I Ever Had,Gary Allan,Best I Ever HadGary Allan,1,53.0,51,11,spotify:track:120w1eBYfiYrSXtegu6uEb,0.273,0.59,6,1,0.00254,1.07e-06,174.863,0.214
2485,4958,https://www.billboard.com/charts/hot-100/2019-07-27,7/27/2019,51,All To Myself,Dan + Shay,All To MyselfDan + Shay,1,57.0,51,11,spotify:track:08tq1XcHwVt5PHXUo87i0D,0.646,0.781,1,1,0.208,0.0,94.975,0.565
2486,4959,http://www.billboard.com/charts/hot-100/1963-11-09,11/9/1963,52,"Sally, Go 'round The Roses",The Jaynetts,"Sally, Go 'round The RosesThe Jaynetts",1,32.0,2,11,spotify:track:31s2mbxcx4LX1EtZg1fUvA,0.694,0.453,2,1,0.234,0.546,146.6,0.457
2487,4961,https://www.billboard.com/charts/hot-100/2018-06-30,6/30/2018,52,Chun-Li,Nicki Minaj,Chun-LiNicki Minaj,1,43.0,10,11,spotify:track:1e4rwBPVI32vZtTJu7mJ4J,0.686,0.73,6,0,0.278,4.76e-05,128.943,0.474
2488,4968,http://www.billboard.com/charts/hot-100/1986-05-03,5/3/1986,52,Overjoyed,Stevie Wonder,OverjoyedStevie Wonder,1,35.0,24,11,spotify:track:2lnQcP5hr4RKR63TFvnI4k,0.221,0.264,10,1,0.541,0.0,83.128,0.169
2489,4969,http://www.billboard.com/charts/hot-100/2006-09-16,9/16/2006,52,Call On Me,Janet & Nelly,Call On MeJanet & Nelly,1,44.0,25,11,spotify:track:1G32fy7VMCDLl92iGXvBEm,0.714,0.67,8,0,0.341,1.89e-06,82.008,0.771
2490,4970,http://www.billboard.com/charts/hot-100/1982-07-24,7/24/1982,52,Break It Up,Foreigner,Break It UpForeigner,1,50.0,26,11,spotify:track:3i2Ddy4a0rNnGQY60pZdYp,0.625,0.753,3,0,0.168,0.0,122.979,0.639
2491,4971,http://www.billboard.com/charts/hot-100/1979-01-27,1/27/1979,52,A Man I'll Never Be,Boston,A Man I'll Never BeBoston,1,31.0,31,11,spotify:track:0bjKbwEvZfU5epyZ3aZm1y,0.418,0.587,0,1,0.0559,6.82e-06,106.665,0.486
2492,4972,http://www.billboard.com/charts/hot-100/1994-03-26,3/26/1994,52,(Lay Your Head On My) Pillow,Tony Toni Tone,(Lay Your Head On My) PillowTony Toni Tone,1,42.0,31,11,spotify:track:0rRGYJSkI7v2VtxJv8n90m,0.707,0.487,6,0,0.0466,4.71e-06,79.071,0.568
2493,4974,http://www.billboard.com/charts/hot-100/2004-07-31,7/31/2004,52,Scandalous,Mis-Teeq,ScandalousMis-Teeq,1,45.0,35,11,spotify:track:3stnrhzN0lzZFskbaZ5sEw,0.734,0.668,0,0,0.0526,0.0,99.971,0.651
2494,4975,http://www.billboard.com/charts/hot-100/1972-12-02,12/2/1972,52,All The Young Dudes,Mott The Hoople,All The Young DudesMott The Hoople,1,42.0,37,11,spotify:track:0WNGPpmWqzPnk0psUhJ3SX,0.429,0.668,4,0,0.208,0.0,77.737,0.398
2495,4977,http://www.billboard.com/charts/hot-100/2015-02-21,2/21/2015,52,Sledgehammer,Fifth Harmony,SledgehammerFifth Harmony,1,53.0,40,11,spotify:track:4rUTAkOU7OkVGeQuyQCHhF,0.671,0.777,2,1,0.0057,0.0011,99.98,0.289
2496,4981,http://www.billboard.com/charts/hot-100/2016-02-20,2/20/2016,52,Best Friend,Young Thug,Best FriendYoung Thug,1,49.0,45,11,spotify:track:33JcUj9qQDayKswunZP9ar,0.959,0.598,8,1,0.0358,0.0,127.029,0.408
2497,4984,http://www.billboard.com/charts/hot-100/1961-01-21,1/21/1961,52,Bumble Bee,LaVern Baker,Bumble BeeLaVern Baker,1,51.0,46,11,spotify:track:5LjT116RLtjeZWoBfETKnC,0.632,0.465,5,0,0.702,1.1e-06,119.097,0.904
2498,4987,http://www.billboard.com/charts/hot-100/1989-01-14,1/14/1989,52,Baby Can I Hold You,Tracy Chapman,Baby Can I Hold YouTracy Chapman,1,48.0,48,11,spotify:track:2DjWsDGgL1xNbhnr7f6t5F,0.692,0.422,2,1,0.0811,0.0,74.375,0.468
2499,4988,http://www.billboard.com/charts/hot-100/2002-11-02,11/2/2002,52,American Child,Phil Vassar,American ChildPhil Vassar,1,48.0,48,11,spotify:track:3BcGTyGnofcaQlxEaHyuPD,0.397,0.685,2,1,0.252,0.0,168.121,0.443
2500,4989,http://www.billboard.com/charts/hot-100/1987-10-31,10/31/1987,52,Silent Morning,Noel,Silent MorningNoel,1,52.0,49,11,spotify:track:21brTVDh5Y3B3mA4z5yyaU,0.744,0.815,11,0,0.0418,0.000942,116.05,0.934
2501,4990,http://www.billboard.com/charts/hot-100/1962-08-18,8/18/1962,52,Baby Elephant Walk,Lawrence Welk And His Orchestra,Baby Elephant WalkLawrence Welk And His Orchestra,1,56.0,50,11,spotify:track:2IgZxiPYifs6SAyGEktrkP,0.828,0.548,7,0,0.621,0.347,119.709,0.941
2502,4992,http://www.billboard.com/charts/hot-100/2008-10-04,10/4/2008,52,She Never Cried In Front Of Me,Toby Keith,She Never Cried In Front Of MeToby Keith,1,52.0,51,11,spotify:track:4CA1ZvDNhoaCJcozvGP8WH,0.458,0.621,7,1,0.374,0.0,145.904,0.34
2503,4994,http://www.billboard.com/charts/hot-100/2009-07-25,7/25/2009,52,Pretty Wings,Maxwell,Pretty WingsMaxwell,1,52.0,52,11,spotify:track:22NLm3IIR9NLG0cUYtmHMW,0.563,0.402,9,1,0.252,2.07e-06,115.561,0.2
2504,4996,http://www.billboard.com/charts/hot-100/1973-07-07,7/7/1973,52,Roll Over Beethoven,Electric Light Orchestra,Roll Over BeethovenElectric Light Orchestra,1,54.0,52,11,spotify:track:0eHUMhIkmOQJAkJhiHVD08,0.337,0.823,4,0,0.371,0.484,172.498,0.59
2505,4997,http://www.billboard.com/charts/hot-100/2010-10-09,10/9/2010,52,Come Back Song,Darius Rucker,Come Back SongDarius Rucker,1,54.0,52,11,spotify:track:4sHOAALFZiNa4wukjPSBpq,0.516,0.745,9,1,0.138,0.0,177.781,0.77
2506,4999,http://www.billboard.com/charts/hot-100/2007-08-04,8/4/2007,52,teachme,Musiq Soulchild,teachmeMusiq Soulchild,1,55.0,52,11,spotify:track:0ODFPypnJLE6hKgahiuSzn,0.499,0.61,8,0,0.473,0.0,172.969,0.436
2507,5000,http://www.billboard.com/charts/hot-100/2011-11-05,11/5/2011,52,Baggage Claim,Miranda Lambert,Baggage ClaimMiranda Lambert,1,55.0,52,11,spotify:track:1hTSImeofoaFWptq9JSFpP,0.701,0.934,8,1,0.0657,1.53e-06,81.0,0.964
2508,5001,http://www.billboard.com/charts/hot-100/2016-04-23,4/23/2016,52,Snapback,Old Dominion,SnapbackOld Dominion,1,55.0,52,11,spotify:track:7I5fYc4qKJddht8Ozhqqdx,0.687,0.793,5,1,0.305,3.23e-06,100.991,0.673
2509,5002,http://www.billboard.com/charts/hot-100/2009-08-29,8/29/2009,52,Small Town USA,Justin Moore,Small Town USAJustin Moore,1,56.0,52,11,spotify:track:5pyB5WEAEwqwl18UaBLeBl,0.594,0.601,6,1,0.122,5.69e-06,131.931,0.531
2510,5003,http://www.billboard.com/charts/hot-100/2016-08-27,8/27/2016,52,Peter Pan,Kelsea Ballerini,Peter PanKelsea Ballerini,1,57.0,52,11,spotify:track:2wqXQjOmQ9KoBm9Ssgt4Fo,0.514,0.659,1,1,0.0284,0.0,76.483,0.463
2511,5005,http://www.billboard.com/charts/hot-100/2012-10-06,10/6/2012,52,The A Team,Ed Sheeran,The A TeamEd Sheeran,1,61.0,52,11,spotify:track:1VdZ0vKfR5jneCmWIUAMxK,0.642,0.289,9,1,0.669,0.0,84.996,0.407
2512,5010,http://www.billboard.com/charts/hot-100/1989-04-08,4/8/1989,53,Cryin',Vixen,Cryin'Vixen,1,29.0,22,11,spotify:track:1Fu3vJJwVKY7c7JnTX3Mvi,0.657,0.567,9,1,0.146,2e-05,109.007,0.563
2513,5012,http://www.billboard.com/charts/hot-100/1978-10-21,10/21/1978,53,5.7.0.5.,City Boy,5.7.0.5.City Boy,1,27.0,27,11,spotify:track:48TX0FwarzQpMLuI2V0sfe,0.677,0.63,9,0,0.0177,3.89e-06,124.312,0.895
2514,5013,http://www.billboard.com/charts/hot-100/2000-04-29,4/29/2000,53,Another Dumb Blonde,Hoku,Another Dumb BlondeHoku,1,41.0,27,11,spotify:track:0RhkktMnJyR08vMnE34epK,0.688,0.94,1,1,0.24,0.0,123.906,0.551
2515,5015,http://www.billboard.com/charts/hot-100/1986-06-14,6/14/1986,53,All The Things She Said,Simple Minds,All The Things She SaidSimple Minds,1,38.0,28,11,spotify:track:24E70eoxQmhQBvoBUWRLtp,0.6,0.86,7,1,0.12,0.00037,103.93,0.519
2516,5018,http://www.billboard.com/charts/hot-100/2009-01-03,1/3/2009,53,Bust Your Windows,Jazmine Sullivan,Bust Your WindowsJazmine Sullivan,1,39.0,31,11,spotify:track:56z2qI0gKcPthQF6l8AW3E,0.683,0.664,5,0,0.538,0.0,106.991,0.866
2517,5019,http://www.billboard.com/charts/hot-100/1971-03-06,3/6/1971,53,1900 Yesterday,Liz Damon's Orient Express,1900 YesterdayLiz Damon's Orient Express,1,50.0,33,11,spotify:track:5UsiMHzHpuoGnG7RpBZkfJ,0.605,0.234,8,1,0.897,0.00151,101.915,0.4
2518,5021,http://www.billboard.com/charts/hot-100/2005-12-03,12/3/2005,53,Skin (Sarabeth),Rascal Flatts,Skin (Sarabeth)Rascal Flatts,1,50.0,42,11,spotify:track:0NB8Y8TXV0UTUoq9XHuOIr,0.484,0.299,2,1,0.483,0.000112,139.87,0.232
2519,5022,http://www.billboard.com/charts/hot-100/1971-05-01,5/1/1971,53,Do Me Right,Detroit Emeralds,Do Me RightDetroit Emeralds,1,43.0,43,11,spotify:track:729lEQUOgMyDNes63yyz2D,0.835,0.643,2,1,0.221,0.000181,113.067,0.974
2520,5025,http://www.billboard.com/charts/hot-100/2004-06-05,6/5/2004,53,Desperately,George Strait,DesperatelyGeorge Strait,1,47.0,44,11,spotify:track:1hQhVRvc0E4ip1tall6Ey7,0.667,0.392,4,1,0.383,7.73e-06,93.174,0.549
2521,5026,http://www.billboard.com/charts/hot-100/2016-02-06,2/6/2016,53,Do It Like Me,DLOW,Do It Like MeDLOW,1,58.0,45,11,spotify:track:0z9hbAY5d0RhmvZr3DWMPK,0.883,0.85,10,0,0.308,0.0,150.138,0.711
2522,5027,http://www.billboard.com/charts/hot-100/1972-11-25,11/25/1972,53,That's How Love Goes,Jermaine Jackson,That's How Love GoesJermaine Jackson,1,46.0,46,11,spotify:track:7Ler4W8a664kIs8I8znbrb,0.56,0.783,5,0,0.157,0.0,172.449,0.955
2523,5029,http://www.billboard.com/charts/hot-100/1970-12-05,12/5/1970,53,Sweetheart,Engelbert Humperdinck,SweetheartEngelbert Humperdinck,1,48.0,47,11,spotify:track:6zm0XoxnzzdFeXeYGE8gFh,0.253,0.55,2,1,0.155,2.05e-05,100.011,0.643
2524,5032,http://www.billboard.com/charts/hot-100/1973-09-15,9/15/1973,53,Sweet Harmony,Smokey Robinson,Sweet HarmonySmokey Robinson,1,51.0,51,11,spotify:track:51JXslNlY77ICBNCNQjqsJ,0.391,0.364,9,1,0.786,0.0,145.556,0.588
2525,5036,http://www.billboard.com/charts/hot-100/1999-07-24,7/24/1999,53,Single White Female,Chely Wright,Single White FemaleChely Wright,1,53.0,53,11,spotify:track:3rDYYPicaQbT2rcpdfqQF9,0.543,0.658,6,1,0.351,1.01e-06,178.075,0.874
2526,5037,http://www.billboard.com/charts/hot-100/2002-09-14,9/14/2002,53,Running Away,Hoobastank,Running AwayHoobastank,1,53.0,53,11,spotify:track:658FEXDknBDQDPBNN9Mhy6,0.608,0.801,9,0,0.0011,8.11e-06,100.25,0.544
2527,5039,http://www.billboard.com/charts/hot-100/1981-07-11,7/11/1981,53,Shaddap You Face,Joe Dolce,Shaddap You FaceJoe Dolce,1,54.0,53,11,spotify:track:7fgS7jlaRkpbUVYCe2Mt7i,0.762,0.705,4,1,0.441,0.0,119.439,0.772
2528,5040,http://www.billboard.com/charts/hot-100/2006-08-12,8/12/2006,53,A Little Too Late,Toby Keith,A Little Too LateToby Keith,1,54.0,53,11,spotify:track:5djhyxT7ZIzM1rP2XE2ygb,0.635,0.749,11,1,0.175,3.71e-05,100.95,0.628
2529,5044,http://www.billboard.com/charts/hot-100/2004-06-19,6/19/2004,53,That's What She Gets For Loving Me,Brooks & Dunn,That's What She Gets For Loving MeBrooks & Dunn,1,57.0,53,11,spotify:track:1BsW6G8T2QhG5RYykq58AF,0.635,0.572,9,1,0.116,0.0,127.206,0.285
2530,5049,http://www.billboard.com/charts/hot-100/2017-08-12,8/12/2017,54,Bad Liar,Selena Gomez,Bad LiarSelena Gomez,1,30.0,20,11,spotify:track:2fZQIJew3nkNe99s2PKzul,0.965,0.414,1,1,0.189,0.0,121.032,0.728
2531,5050,http://www.billboard.com/charts/hot-100/1997-08-23,8/23/1997,54,Butterfly Kisses,Raybon Bros.,Butterfly KissesRaybon Bros.,1,45.0,22,11,spotify:track:6dbQJo0gD0X8Pbpl9itIEj,0.354,0.368,10,1,0.533,0.0,84.197,0.132
2532,5053,http://www.billboard.com/charts/hot-100/1991-01-26,1/26/1991,54,Anything Is Possible,Debbie Gibson,Anything Is PossibleDebbie Gibson,1,26.0,26,11,spotify:track:5igzD9gFG7lwqfNjiKyV0m,0.696,0.861,8,0,0.253,0.0,110.069,0.904
2533,5054,http://www.billboard.com/charts/hot-100/1962-07-28,7/28/1962,54,Bristol Twistin' Annie,The Dovells,Bristol Twistin' AnnieThe Dovells,1,38.0,27,11,spotify:track:02Cr2z2dPQ0RKCmgZTQgRq,0.396,0.55,9,1,0.106,0.0,203.274,0.611
2534,5056,http://www.billboard.com/charts/hot-100/1980-04-12,4/12/1980,54,Come Back,The J. Geils Band,Come BackThe J. Geils Band,1,39.0,32,11,spotify:track:4SnovfTMzsmOnAfITyPFTP,0.71,0.822,5,0,0.00203,0.00938,125.06,0.956
2535,5059,http://www.billboard.com/charts/hot-100/1975-11-29,11/29/1975,54,Diamonds And Rust,Joan Baez,Diamonds And RustJoan Baez,1,54.0,35,11,spotify:track:4O0sGJdqpHMaWz7KoVd7tb,0.506,0.343,5,0,0.243,0.0,130.052,0.265
2536,5060,http://www.billboard.com/charts/hot-100/1984-02-11,2/11/1984,54,Remember The Night,The Motels,Remember The NightThe Motels,1,47.0,36,11,spotify:track:2Q17g2MTaB86PWxyy7XT5r,0.629,0.848,9,1,0.0458,6.95e-06,130.698,0.818
